,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
80,0,-0.4978595533751864,-0.6753846692654879,-0.3571342911367281,-0.0749323024777278,-1.4945271768844492,0
81,0,-0.5479729407033329,-0.7429004775044422,-0.7193484469812703,0.7677865364262136,-1.463069663161346,0
82,1,-0.4978595533751864,-0.6753846692654879,2.224604904776498,-1.569353710134051,-1.4316121494382428,0
83,2,-0.4978595533751864,-0.6753846692654879,-0.6114548686445982,0.3520452425669355,-1.384425878853588,0
84,0,-0.4978595533751864,-0.6753846692654879,0.2208670213811583,-1.0075411508647565,-1.3057820945458296,0
85,1,-0.4978595533751864,-0.6753846692654879,-0.7424684994819858,0.4981165079769525,-1.2743245808227264,0
86,1,-0.5479729407033329,-0.7429004775044422,-0.2184139761324353,-0.1423498095900433,-1.2271383102380715,0
87,0,-0.5479729407033329,-0.7429004775044422,1.831564012264335,-1.6817162219879098,-1.1799520396534169,0
88,0,-0.5479729407033329,-0.7429004775044422,2.424978693116032,-1.7828424826563831,-1.1484945259303134,0
89,1,-0.5479729407033329,-0.7429004775044422,1.631190223924801,-1.5356449565778931,-1.1170370122072102,0
90,0,-0.4477461660470399,-0.6753846692654879,-0.5035612903079261,0.2509189818984627,-1.0698507416225551,0
91,0,-0.4978595533751864,-0.7429004775044422,0.8219883863997601,-0.996304899679371,-1.038393227899452,0
92,1,-0.4978595533751864,-0.6753846692654879,-1.266523022831536,1.2846540909539643,-1.0069357141763486,0
93,1,-0.4978595533751864,-0.6753846692654879,0.459774230555218,-0.6142723593762509,-0.9597494435916938,0
94,1,-0.5479729407033329,-0.7429004775044422,1.80844395976362,-1.2210299233870887,-0.9125631730070388,0
95,0,-0.5479729407033329,-0.8104162857433581,0.105266758877581,-0.9064148901962834,-0.865376902422384,0
96,0,-0.598086328031451,-0.8104162857433581,0.05902665387615,0.4082264984938649,-0.8339193886992807,0
97,0,-0.598086328031451,-0.7429004775044422,2.594525744787945,-1.771606231470997,-0.8024618749761775,0
98,0,-0.598086328031451,-0.8104162857433581,0.305640547217115,-0.0187510465507984,-0.7395468475299709,0
99,1,-0.598086328031451,-0.8104162857433581,-0.5729214478100724,-0.0299872977361845,-0.7080893338068677,0
100,0,-0.598086328031451,-0.8779320939823125,-0.5035612903079261,0.295863986640006,-0.6609030632222128,0
101,0,-0.598086328031451,-0.8779320939823125,0.5830811772257004,-1.0861949091624576,-0.6294455494991095,0
102,0,-0.598086328031451,-0.8779320939823125,-0.5420947111424518,0.8689127970946865,-0.5979880357760062,0
103,1,-0.598086328031451,-0.8104162857433581,-0.1413471344633838,0.6778965269431261,-0.566530522052903,0
104,2,-0.5479729407033329,-0.8104162857433581,0.814281702232855,-0.9064148901962834,-0.5193442514682481,0
105,0,-0.5479729407033329,-0.8779320939823125,0.4366541780545026,-0.7491073736008811,-0.4407004671604899,0
106,0,-0.598086328031451,-0.9454479022212284,2.7486594281260484,-2.052512511105644,-0.4092429534373866,0
107,2,-0.6481997153595975,-0.9454479022212284,-0.1259337661295735,0.3071002378253921,-0.3777854397142834,0
108,1,-0.598086328031451,-0.8779320939823125,-0.1336404502964787,-0.1423498095900433,-0.2991416554065252,0
109,1,-0.598086328031451,-0.9454479022212284,-0.2261206602993405,0.1273202188592177,-0.2519553848218703,0
110,0,-0.598086328031451,-0.9454479022212284,1.268976068080259,-1.2772111793140182,-0.2047691142372154,0
111,0,-0.598086328031451,-0.9454479022212284,-0.6499882894791239,0.554297763903882,-0.1733116005141121,0
112,0,-0.5479729407033329,-0.8779320939823125,0.3750007047192613,-0.7491073736008811,-0.1418540867910089,0
113,0,-0.598086328031451,-0.9454479022212284,0.6447346505609417,-0.872706136640126,-0.1103965730679056,0
114,1,-0.598086328031451,-0.9454479022212284,1.477056540586698,-1.4232824447240344,-0.0789390593448024,0
115,0,-0.6481997153595975,-1.0129637104601827,-0.3725476594705384,-0.0075147953654124,-0.0317527887601475,0
116,0,-0.5479729407033329,-0.8779320939823125,-0.6345749211453137,0.441935252050023,-0.0002952750370442,0
117,0,-0.5479729407033329,-0.8779320939823125,0.3287605997178304,0.048666460561517,0.031162238686059,0
118,0,-0.4978595533751864,-0.8104162857433581,-1.582497073674647,1.1161103231731764,0.0626197524091622,0
119,0,-0.5479729407033329,-0.8779320939823125,0.2362803897149686,0.295863986640006,0.0940772661322655,0
120,0,-0.5479729407033329,-0.8779320939823125,1.631190223924801,-1.2772111793140182,0.1255347798553688,0
121,0,-0.5479729407033329,-0.9454479022212284,0.3441739680516407,-0.9625961461232128,0.156992293578472,0
122,0,-0.4978595533751864,-0.9454479022212284,-1.4360700745034494,2.217262939340993,0.1884498073015753,0
123,0,-0.5479729407033329,-0.9454479022212284,-0.7887086044834166,0.6441877733869688,0.2199073210246786,0
124,0,-0.4978595533751864,-0.9454479022212284,0.5522544405580798,-0.2434760702585162,0.2513648347477819,0
125,0,-0.5479729407033329,-1.0129637104601827,0.3364672838847355,-0.7266348712301098,0.2828223484708851,0
126,0,-0.598086328031451,-1.0804795186991372,-0.3263075544691075,0.0374302093761309,0.3142798621939884,0
127,0,-0.598086328031451,-1.0804795186991372,1.7082570655938527,-1.468227449465578,0.3457373759170916,0
128,1,-0.6481997153595975,-1.0804795186991372,-0.5729214478100724,0.2733914842692347,0.3771948896401949,0
129,1,-0.6481997153595975,-1.0804795186991372,-0.657694973646029,0.9925115601339314,0.4243811602248498,0
130,0,-0.598086328031451,-1.0804795186991372,-1.1278027078272437,1.374544100437051,0.4715674308095047,0
131,1,-0.598086328031451,-1.0129637104601827,1.5078832772543187,-1.378337439982491,0.5030249445326079,0
132,2,-0.6481997153595975,-1.0129637104601827,-0.7347618153150806,0.554297763903882,0.5502112151172629,0
133,0,-0.6481997153595975,-0.9454479022212284,-1.6826839678444143,1.6329778777009265,0.628854999425021,0
134,2,-0.598086328031451,-0.9454479022212284,-0.5112679744748312,0.9700390577631592,0.6603125131481243,0
135,0,-0.598086328031451,-0.9454479022212284,-1.906177808684664,1.689159133627856,0.7389562974558824,0
136,0,-0.598086328031451,-0.9454479022212284,-0.0334535561267117,-0.5243823498931633,0.7704138111789858,0
137,0,-0.6481997153595975,-1.0129637104601827,0.2208670213811583,-0.6255086105616362,0.801871324902089,0
138,1,-0.6983131026877156,-1.0804795186991372,2.024231116436964,-1.4120461935386486,0.8333288386251922,0
139,2,-0.6983131026877156,-1.0804795186991372,-0.8349487094848476,1.0936378208024042,0.8805151092098471,0
140,1,-0.6983131026877156,-1.0804795186991372,-0.95825565615533,0.1835014747861472,0.9591588935176052,0
141,0,-0.7484264900158621,-1.0804795186991372,-0.0180401877929014,-0.8052886295278106,1.0063451641022605,0
142,2,-0.7484264900158621,-1.0804795186991372,0.7449215447307086,-0.5243823498931633,1.0378026778253635,0
143,0,-0.7985398773440087,-1.0804795186991372,-0.0026268194590911,-0.0749323024777278,1.1164464621331216,0
144,1,-0.8486532646721268,-1.147995326938053,-1.0507358661581918,0.812731541167757,1.1479039758562248,0
145,0,-0.7985398773440087,-1.147995326938053,-0.3263075544691075,-0.0974048048484999,1.1950902464408797,0
146,0,-0.7985398773440087,-1.147995326938053,-0.7193484469812703,0.2172102283423053,1.2265477601639831,0
147,1,-0.7985398773440087,-1.2155111351770074,-0.403374396138159,-0.355838582112375,1.2580052738870864,0
148,1,-0.7985398773440087,-1.2155111351770074,0.5291343880573643,0.0261939581907449,1.3051915444717412,0
149,0,-0.7985398773440087,-1.2155111351770074,2.579112376454135,-1.5468812077632792,1.352377815056396,0
150,0,-0.7985398773440087,-1.2155111351770074,0.0975600747106758,-0.5131460987077773,1.383835328779499,0
151,1,-0.7985398773440087,-1.2830269434159232,-0.1567605027971941,0.5880065174600393,1.4939366268103609,0
152,2,-0.7985398773440087,-1.2155111351770074,-0.2877741336345817,0.3071002378253921,1.5411228973950155,0
153,1,-0.7985398773440087,-1.2155111351770074,-0.1259337661295735,-0.0861685536631139,1.6197666817027738,0
154,0,-0.7985398773440087,-1.2155111351770074,-0.3417209228029178,0.7003690293138981,1.666952952287429,0
155,0,-0.7985398773440087,-1.2155111351770074,-1.7982842303479916,2.239735441711765,1.698410466010532,1
156,0,-0.8486532646721268,-1.2830269434159232,-0.7964152886503219,1.2958903421393495,1.7298679797336354,1
157,0,-0.8486532646721268,-1.2830269434159232,0.5445477563911747,-0.5917998570054789,-1.6990010160846205,0
158,1,-0.7985398773440087,-1.2155111351770074,-0.3648409753036333,0.3408089913815494,-1.6675435023615173,0
159,1,-0.7484264900158621,-1.147995326938053,-0.5806281319769775,0.3183364890107781,-1.6203572317768624,0
160,0,-0.7484264900158621,-1.0804795186991372,1.677430328926232,-1.659243719617138,-1.5731709611922071,0
161,2,-0.7985398773440087,-1.2155111351770074,0.7449215447307086,-0.9176511413816694,-1.541713447469104,0
162,2,-0.7985398773440087,-1.147995326938053,-0.4419078169726848,0.2396827307130766,-1.463069663161346,0
163,0,-0.7985398773440087,-1.147995326938053,-0.6345749211453137,2.4195154606779385,-1.384425878853588,1
164,0,-0.7985398773440087,-1.147995326938053,-1.520843600339406,2.0599554227455905,-1.352968365130485,0
165,1,-0.7985398773440087,-1.2155111351770074,0.7295081763968984,-0.6479811129324082,-1.3215108514073812,0
166,0,-0.8987666520002733,-1.2830269434159232,-0.4110810803050642,1.1273465743585616,-1.2743245808227264,0
167,1,-0.8987666520002733,-1.3505427516548776,0.5830811772257004,-0.7940523783424245,-1.1956807965149685,0
168,0,-0.8987666520002733,-1.2830269434159232,-1.613323810342268,1.970065413262503,-1.1484945259303134,0
169,0,-0.8987666520002733,-1.2830269434159232,-1.0276158136574765,0.3071002378253921,-1.1170370122072102,0
170,0,-0.8987666520002733,-1.2830269434159232,0.7911616497321395,-0.6816898664885657,-1.085579498484107,0
171,0,-0.8987666520002733,-1.2155111351770074,-0.6114548686445982,1.059929067246247,-1.0226644710379005,0
172,0,-0.8987666520002733,-1.147995326938053,-1.6287371786760785,1.0149840625047026,-0.991206957314797,0
173,0,-0.8987666520002733,-1.147995326938053,-0.3108941861352972,1.0262203136900887,-0.9597494435916938,0
174,2,-0.8987666520002733,-1.147995326938053,2.378738588114601,-1.861496240954084,-0.9282919298685904,0
175,1,-0.9488800393283912,-1.2155111351770074,-1.3358831803336824,0.8239677923531431,-0.8496481455608323,0
176,0,-0.9488800393283912,-1.2155111351770074,-0.2338273444662457,-0.0075147953654124,-0.8024618749761775,0
177,0,-0.8987666520002733,-1.2155111351770074,1.168789173910492,-1.142376165089387,-0.7710043612530743,0
178,0,-0.8987666520002733,-1.2155111351770074,-0.5343880269755467,-0.2884210750000596,-0.7395468475299709,0
179,0,-0.9488800393283912,-1.147995326938053,-1.6518572311767936,1.711631635998628,-0.7080893338068677,0
180,0,-0.8987666520002733,-1.0804795186991372,-1.0507358661581918,0.2621552330838487,-0.6766318200837644,0
181,0,-0.8486532646721268,-1.0129637104601827,0.6986814397292778,-0.8052886295278106,-0.6451743063606612,0
182,1,-0.8486532646721268,-1.0804795186991372,0.1823336005466325,0.295863986640006,-0.6137167926375579,0
183,0,-0.8987666520002733,-1.0804795186991372,-0.2954808178014869,1.0262203136900887,-0.566530522052903,0
184,0,-0.8987666520002733,-1.0804795186991372,1.1610824897435867,-0.6929261176739516,-0.5350730083297998,0
185,2,-0.8987666520002733,-1.0804795186991372,-0.904308866986994,1.2397090862124205,-0.5036154946066964,0
186,2,-0.8987666520002733,-1.0804795186991372,1.2535626997464486,-0.6929261176739516,-0.4249717102989383,0
187,0,-0.8486532646721268,-1.0129637104601827,-0.4804412378072105,0.2396827307130766,-0.2991416554065252,0
188,2,-0.8486532646721268,-0.9454479022212284,-0.6422816053122188,0.9812753089485452,-0.2676841416834219,0
189,1,-0.7985398773440087,-0.9454479022212284,0.0898533905437707,0.0149577070053588,-0.1890403573756638,0
190,0,-0.7985398773440087,-0.8779320939823125,0.5599611247249849,-0.6479811129324082,-0.1418540867910089,0
191,0,-0.7985398773440087,-0.9454479022212284,-0.6345749211453137,0.7116052804992842,-0.1103965730679056,0
192,0,-0.7985398773440087,-0.9454479022212284,0.7218014922299931,-0.6479811129324082,-0.0789390593448024,0
193,0,-0.8486532646721268,-1.0129637104601827,0.459774230555218,0.048666460561517,-0.0474815456216991,0
194,1,-0.7985398773440087,-1.0129637104601827,0.9298819647364324,-0.5693273546347067,-0.0160240318985958,0
195,0,-0.7985398773440087,-1.0129637104601827,-0.1952939236317199,-0.3221298285562177,0.031162238686059,0
196,0,-0.7985398773440087,-1.0129637104601827,1.7390838022614732,-0.8951786390108981,0.0626197524091622,0
197,1,-0.7484264900158621,-0.9454479022212284,-1.320469811999872,1.374544100437051,0.0940772661322655,0
198,0,-0.7484264900158621,-0.8779320939823125,0.7218014922299931,-0.6142723593762509,0.1412635367169204,0
199,1,-0.7985398773440087,-0.8779320939823125,-0.7270551311481754,2.239735441711765,0.1727210504400237,1
200,0,-0.7985398773440087,-0.9454479022212284,0.5830811772257004,-0.4569648427808478,0.2199073210246786,0
201,0,-0.7985398773440087,-0.9454479022212284,-0.2954808178014869,0.3632814937523215,0.2513648347477819,0
202,0,-0.7985398773440087,-0.8779320939823125,0.05902665387615,-0.5243823498931633,0.2828223484708851,0
203,0,-0.7484264900158621,-0.8779320939823125,0.459774230555218,-0.7715798759716532,0.3142798621939884,0
204,2,-0.7985398773440087,-0.8779320939823125,-1.320469811999872,1.3633078492516653,0.3457373759170916,0
205,0,-0.7985398773440087,-0.8779320939823125,-0.9967890769898556,0.4644077544207943,0.4243811602248498,0
206,1,-0.8486532646721268,-0.9454479022212284,0.5676678088918902,-0.4120198380393045,0.4558386739479531,0
207,0,-0.8486532646721268,-0.9454479022212284,0.2516937580487789,-0.0524598001069566,0.5030249445326079,0
208,0,-0.8486532646721268,-0.9454479022212284,-0.1259337661295735,-0.2771848238146743,0.5344824582557113,0
209,0,-0.8486532646721268,-1.0129637104601827,1.1456691214097765,-1.0300136532355282,0.5659399719788145,0
210,0,-0.8486532646721268,-0.9454479022212284,-0.5266813428086414,-0.2996573261854456,0.5973974857019178,0
211,1,-0.8486532646721268,-1.0129637104601827,-0.6268682369784084,0.6104790198308113,0.628854999425021,0
212,0,-0.8486532646721268,-1.0129637104601827,-0.7655885519827011,1.340835346880894,0.676041270009676,0
213,2,-0.7985398773440087,-1.0129637104601827,2.401858640615316,-1.8502599897686984,0.7074987837327792,0
214,0,-0.7985398773440087,-0.9454479022212284,-1.6287371786760785,0.4756440056061804,0.7861425680405374,0
215,0,-0.7985398773440087,-0.9454479022212284,0.4135341255537871,-0.7153986200447238,0.8176000817636406,0
216,0,-0.8486532646721268,-0.9454479022212284,0.5291343880573643,-1.2884474304994038,0.8490575954867439,0
217,0,-0.8486532646721268,-1.0129637104601827,-1.1817494969955795,1.464434109920138,0.8805151092098471,0
218,0,-0.8486532646721268,-1.0804795186991372,-1.4360700745034494,0.947566555392388,0.9119726229329504,0
219,0,-0.8486532646721268,-1.0129637104601827,0.1823336005466325,-0.5243823498931633,0.9434301366560536,0
220,1,-0.8486532646721268,-1.0129637104601827,0.8759351755680962,-0.4120198380393045,0.9748876503791568,0
221,0,-0.8486532646721268,-1.0129637104601827,0.1746269163797273,-0.9625961461232128,1.022073920963812,0
222,0,-0.8486532646721268,-0.9454479022212284,0.4212408097206922,-0.6704536153031804,1.0535314346869151,0
223,0,-0.8486532646721268,-1.0804795186991372,-0.8272420253179424,0.2621552330838487,1.0849889484100184,0
224,0,-0.8987666520002733,-1.0804795186991372,-0.70393507864746,0.7677865364262136,1.1164464621331216,0
225,0,-0.8987666520002733,-1.0804795186991372,-0.0257468719598065,-0.6592173641177943,1.1479039758562248,0
226,0,-0.8987666520002733,-1.0804795186991372,-0.2877741336345817,0.2396827307130766,1.179361489579328,0
227,1,-0.9488800393283912,-1.147995326938053,1.268976068080259,-0.7940523783424245,1.2108190033024315,0
228,0,-0.9488800393283912,-1.147995326938053,-0.1567605027971941,-0.2322398190731301,1.2580052738870864,0
229,1,-0.998993426656538,-1.2830269434159232,0.2825204947163995,-0.4682010939662339,1.2894627876101896,0
230,0,-1.0491068139846844,-1.2830269434159232,-0.9428422878215196,1.071165318431632,1.3366490581948445,0
231,0,-0.998993426656538,-1.2155111351770074,0.7372148605638035,-1.142376165089387,1.3681065719179475,0
232,1,-0.998993426656538,-1.2830269434159232,-1.359003232834398,1.217236583841649,1.399564085641051,0
233,0,-0.998993426656538,-1.2830269434159232,2.016524432270059,-1.8502599897686984,1.4467503562257058,0
234,0,-0.998993426656538,-1.2155111351770074,-1.2896430753322516,2.0262466691894323,1.4782078699488093,1
235,0,-0.998993426656538,-1.2155111351770074,-0.5652147636431673,0.3745177449377075,1.5096653836719125,0
236,1,-0.998993426656538,-1.2155111351770074,-0.9274289194877094,0.936330304207002,1.5411228973950155,0
237,1,-1.0491068139846844,-1.2830269434159232,0.860521807234286,-1.0524861556063003,1.5883091679796706,0
238,0,-1.0491068139846844,-1.2830269434159232,0.5368410722242696,-0.8165248807131966,1.6354954385643254,0
239,0,-0.998993426656538,-1.2155111351770074,-0.3571342911367281,0.5318252615331098,1.666952952287429,0
240,0,-0.998993426656538,-1.147995326938053,-1.1817494969955795,1.801521645481715,1.698410466010532,1
241,0,-0.998993426656538,-1.147995326938053,-0.8503620778186579,1.7341041383694,1.7298679797336354,1
242,0,-0.998993426656538,-1.147995326938053,1.1302557530759665,-0.9064148901962834,-1.6990010160846205,0
243,1,-0.998993426656538,-1.2155111351770074,-0.3802543436374436,0.2059739771569192,-1.6675435023615173,0
244,0,-0.998993426656538,-1.2155111351770074,0.8065750180659499,-0.5580911034493216,-1.6203572317768624,0
245,0,-0.998993426656538,-1.2155111351770074,-1.2202829178301051,0.8352040435385291,-1.5888997180537592,0
246,0,-0.998993426656538,-1.2155111351770074,-0.0103335036259962,-0.3221298285562177,-1.5574422043306555,0
247,0,-0.998993426656538,-1.2155111351770074,-0.203000607798625,-0.0412235489215705,-1.5259846906075525,0
248,0,-0.9488800393283912,-1.147995326938053,-1.4206567061696391,2.49816921897564,-1.4945271768844492,0
249,0,-0.998993426656538,-1.3505427516548776,0.7680415972314241,-1.265974928128632,-1.463069663161346,0
250,0,-0.9488800393283912,-1.2155111351770074,-0.2569473969669612,-0.3221298285562177,-1.4316121494382428,0
251,1,-0.9488800393283912,-1.2155111351770074,-0.7347618153150806,2.599295479644113,-1.4001546357151395,1
252,1,-0.8987666520002733,-1.147995326938053,0.0513199697092449,0.936330304207002,-1.352968365130485,0
253,0,-0.9488800393283912,-1.2155111351770074,1.068602279740725,-0.9738323973085988,-1.3057820945458296,0
254,1,-0.9488800393283912,-1.2155111351770074,1.7005503814269476,-1.569353710134051,-1.2743245808227264,0
255,1,-0.998993426656538,-1.2830269434159232,0.5522544405580798,-0.9513598949378276,-1.2271383102380715,0
256,0,-0.9488800393283912,-1.2155111351770074,-0.9659623403222352,0.7565502852408276,-1.1799520396534169,0
257,0,-0.998993426656538,-1.2830269434159232,-0.4727345536403054,-0.4120198380393045,-1.1484945259303134,0
